Scientific Name,Accepted Symbol
Artemisia campestris ssp. pacifica,ARCAS5
Artemisia campestris var. pacifica,ARCAS5
Artemisia campestris var. strutziae,ARCAS5
Artemisia pacifica,ARCAS5
Artemisia ripicola,ARCAS5
Oligosporus campestris ssp. pacificus,ARCAS5
Oligosporus pacificus,ARCAS5
Artemisia campestris ssp. borealis var. wormskioldii,ARCAW
Artemisia campestris ssp. campestris,ARCAC13
Oligosporus campestris,ARCAC13
Artemisia campestris ssp. caudata,ARCAC
Artemisia caudata,ARCAC
Artemisia campestris var. caudata,ARCAC
Artemisia caudata var. calvens,ARCAC
Artemisia forwoodii,ARCAC
Oligosporus caudatus,ARCAC
Oligosporus campestris ssp. caudatus,ARCAC
Artemisia campestris ssp. glutinosa,ARCAG2
Artemisia cana,ARCA13
Artemisia cana ssp. bolanderi,ARCAB3
Artemisia bolanderi,ARCAB3
Artemisia tridentata ssp. bolanderi,ARCAB3
Artemisia tridentata var. bolanderi,ARCAB3
Seriphidium canum ssp. bolanderi,ARCAB3
Artemisia cana ssp. cana,ARCAC5
Artemisia cana var. cana,ARCAC5
Seriphidium canum,ARCAC5
Artemisia cana ssp. viscidula,ARCAV2
Artemisia argilosa,ARCAV2
Artemisia cana var. viscidula,ARCAV2
Seriphidium canum ssp. viscidulum,ARCAV2
Artemisia carruthii,ARCA14
Artemisia carruthii var. wrightii,ARCA14
Artemisia kansana,ARCA14
Artemisia caucasica,ARCA44
Artemisia chamaemelifolia,ARCH15
Artemisia cina,ARCI8
Artemisia douglasiana,ARDO3
Artemisia campestris var. douglasiana,ARDO3
Artemisia vulgaris var. douglasiana,ARDO3
Artemisia vulgaris ssp. heterophylla,ARDO3
Artemisia dracunculus,ARDR4
Artemisia dracunculoides,ARDR4
Artemisia dracunculoides var. dracunculina,ARDR4
Artemisia dracunculus ssp. glauca,ARDR4
Artemisia dracunculus var. glauca,ARDR4
Artemisia glauca,ARDR4
Artemisia glauca var. dracunculina,ARDR4
Oligosporus dracunculus,ARDR4
Oligosporus dracunculus ssp. dracunculinus,ARDR4
Oligosporus dracunculus ssp. glaucus,ARDR4
Artemisia filifolia,ARFI2
Oligosporus filifolius,ARFI2
Artemisia franserioides,ARFR3
Artemisia frigida,ARFR4
Artemisia furcata,ARFU4
Artemisia furcata var. furcata,ARFUF
Artemisia hyperborea,ARFUF
Artemisia tacomensis,ARFUF
Artemisia trifurcata,ARFUF
Artemisia furcata var. heterophylla,ARFUH
Artemisia heterophylla,ARFUH
Artemisia globularia,ARGL8
Artemisia flava,ARGL8
Artemisia globularia var. lutea,ARGL8
Artemisia glomerata,ARGL9
Artemisia glomerata var. glomerata,ARGLG
Artemisia glomerata var. subglabrata,ARGLS
Artemisia gmelinii,ARGM
Artemisia sacrorum,ARGM
Artemisia gorgonum,ARGO4
Artemisia herba-alba,ARHE10
Artemisia kauaiensis,ARKA3
Artemisia hillebrandii var. kauaiensis,ARKA3
Artemisia krushiana,ARKR2
Artemisia laciniata,ARLA9
Artemisia laciniatiformis,ARLA9
Artemisia lindleyana,ARLI2
Artemisia ludoviciana ssp. lindleyana,ARLI2
Artemisia prescottiana,ARLI2
Artemisia longifolia,ARLO7
Artemisia ludoviciana,ARLU
Artemisia ludoviciana ssp. albula,ARLUA
Artemisia albula,ARLUA
Artemisia ludoviciana var. albula,ARLUA
Artemisia ludoviciana ssp. candicans,ARLUC8
Artemisia candicans,ARLUC8
Artemisia ludoviciana var. latiloba,ARLUC8
Artemisia ludoviciana ssp. estesii,ARLUE
Artemisia ludoviciana ssp. incompta,ARLUI2
Artemisia incompta,ARLUI2
Artemisia ludoviciana var. incompta,ARLUI2
Artemisia ludoviciana ssp. ludoviciana,ARLUL2
Artemisia diversifolia,ARLUL2
Artemisia gnaphalodes,ARLUL2
Artemisia herriotii,ARLUL2
Artemisia ludoviciana var. americana,ARLUL2
Artemisia ludoviciana var. brittonii,ARLUL2
Artemisia ludoviciana var. gnaphalodes,ARLUL2
Artemisia ludoviciana var. latifolia,ARLUL2
Artemisia ludoviciana var. pabularis,ARLUL2
Artemisia ludoviciana ssp. typica,ARLUL2
Artemisia pabularis,ARLUL2
Artemisia purshiana,ARLUL2
Artemisia vulgaris ssp. ludoviciana,ARLUL2
Artemisia vulgaris var. ludoviciana,ARLUL2
Artemisia ludoviciana ssp. mexicana,ARLUM2
Artemisia ludoviciana var. mexicana,ARLUM2
Artemisia mexicana,ARLUM2
Artemisia neomexicana,ARLUM2
Artemisia vulgaris var. mexicana,ARLUM2
Artemisia ludoviciana ssp. redolens,ARLUR
Artemisia ludoviciana var. redolens,ARLUR
Artemisia redolens,ARLUR
Artemisia ludoviciana ssp. sulcata,ARLUS
Artemisia sulcata,ARLUS
Artemisia macrobotrys,ARMA20
Artemisia maritima,ARMA27
Artemisia mauiensis,ARMA10
Artemisia mauiensis var. diffusa,ARMA10
Artemisia michauxiana,ARMI4
Artemisia vulgaris ssp. michauxiana,ARMI4
Artemisia nesiotica,ARNE6
Artemisia californica var. insularis,ARNE6
Artemisia norvegica,ARNO7
Artemisia norvegica ssp. norvegica,ARNON
Artemisia nova,ARNO4
Artemisia arbuscula var. nova,ARNO4
Artemisia arbuscula ssp. nova,ARNO4
Artemisia nova var. duchesnicola,ARNO4
Artemisia tridentata ssp. nova,ARNO4
Seriphidium novum,ARNO4
Artemisia packardiae,ARPA20
Artemisia palmeri,ARPA15
Artemisia papposa,ARPA16
Artemisia parryi,ARPA17
Artemisia laciniata ssp. parryi,ARPA17
Artemisia pattersonii,ARPA18
Artemisia pedatifida,ARPE6
Oligosporus pedatifidus,ARPE6
Artemisia pontica,ARPO4
Artemisia porteri,ARPO5
Artemisia pycnocephala,ARPY3
Artemisia pygmaea,ARPY2
Seriphidium pygmaeum,ARPY2
Artemisia rigida,ARRI2
Artemisia trifida var. rigida,ARRI2
Seriphidium rigidum,ARRI2
Artemisia rothrockii,ARRO4
Artemisia tridentata ssp. rothrockii,ARRO4
Artemisia tridentata var. rothrockii,ARRO4
Seriphidium rothrockii,ARRO4
Artemisia rupestris,ARRU14
Artemisia rupestris ssp. rupestris,ARRU14
Artemisia scoparia,ARSC4
Artemisia scopulorum,ARSC
Artemisia senjavinensis,ARSE5
Artemisia serrata,ARSE4
Artemisia stelleriana,ARST6
Artemisia suksdorfii,ARSU4
Artemisia thuscula,ARTH5
Artemisia canariensis,ARTH5
Artemisia tilesii,"ARTI,ARTIU2"
Artemisia tilesii,"ARTI,ARTIU2"
Artemisia tilesii ssp. unalaschcensis,"ARTI,ARTIU2"
Artemisia hookeriana,"ARTI,ARTIU2"
Artemisia tilesii var. unalaschcensis,"ARTI,ARTIU2"
Artemisia tilesii ssp. elatior,ARTIE
Artemisia elatior,ARTIE
Artemisia tilesii var. elatior,ARTIE
Artemisia tilesii ssp. gormanii,ARTIG
Artemisia gormanii,ARTIG
Artemisia tilesii ssp. tilesii,ARTIT
Artemisia tridentata,ARTR2
Artemisia tridentata ssp. ×bonnevillensis,ARTRB3
Artemisia tridentata ssp. parishii,ARTRP2
Artemisia tridentata var. parishii,ARTRP2
Seriphidium tridentatum ssp. parishii,ARTRP2
Artemisia tridentata ssp. spiciformis,ARTRS2
Artemisia spiciformis,ARTRS2
Artemisia tridentata var. spiciformis,ARTRS2
Artemisia tridentata ssp. tridentata,ARTRT
Artemisia angusta,ARTRT
Artemisia tridentata var. angustifolia,ARTRT
Seriphidium tridentatum,ARTRT
Artemisia tridentata ssp. vaseyana,ARTRV
Artemisia tridentata var. pauciflora,ARTRV
Artemisia tridentata var. vaseyana,ARTRV
Artemisia vaseyana,ARTRV
Seriphidium tridentatum ssp. vaseyanum,ARTRV
Seriphidium vaseyanum,ARTRV
Artemisia tridentata ssp. wyomingensis,ARTRW8
Artemisia tridentata var. wyomingensis,ARTRW8
Seriphidium tridentatum ssp. wyomingense,ARTRW8
Artemisia tridentata ssp. xericensis,ARTRX
Artemisia tripartita,ARTR4
Artemisia tripartita ssp. rupicola,ARTRR2
Artemisia tripartita var. rupicola,ARTRR2
Artemisia tripartita ssp. tripartita,ARTRT2
Artemisia trifida,ARTRT2
Artemisia tridentata ssp. trifida,ARTRT2
Seriphidium tripartitum,ARTRT2
Artemisia umbelliformis,ARUM
Artemisia laxa,ARUM
Artemisia vulgaris,ARVU
Artemisia selengensis,ARVU
Artemisia tilesii var. aleutica,ARVU
Artemisia unalaskensis,ARVU
Artemisia unalaskensis var. aleutica,ARVU
Artemisia vulgaris var. coarctata,ARVU
Artemisia vulgaris var. glabra,ARVU
Artemisia vulgaris var. kamtschatica,ARVU
Artemisia vulgaris var. latiloba,ARVU
Artemisia vulgaris var. selengensis,ARVU
Artemisia vulgaris var. vulgaris,ARVU
Arthonia,ARTHO
Arthonia albofuscescens,ARAL16
Arthonia albovirescens,ARAL17
Arthonia aleuromela,ARAL18
Arthonia anjutii,ARAN21
Arthonia apetetica,ARAP3
Arthonia arthonioides,ARAR22
Arthonia aspera,ARAR22
Arthonia astericus,ARAS2
Arthonia atomaria,ARAT10
Arthonia atrata,ARAT7
Arthonia bisepta,ARBI9
Arthonia byssacea,ARBY
Arthonia caesia,ARCA35
Allarthonia caesia,ARCA35
Arthonia caribaea,ARCA36
Arthonia carneorufa,ARCA37
Arthonia caudata,ARCA38
Arthonia chiodectella,ARCH11
Arthonia cinereopruinosa,ARCI4
Arthonia cinnabarina,ARCI7
Arthonia gregaria,ARCI7
Arthonia tumidula,ARCI7
Arthonia clemens,ARCL3
Arthonia complanata,ARCO28
Arthonia conferta,ARCO29
Arthonia cupressina,ARCU6
Arthonia cytisi,ARCY3
Arthonia didyma,ARDI17
Arthonia diffusa,ARDI18
Arthonia diffusella,ARDI19
Arthonia dispersa,ARDI20
Arthonia dispersula,ARDI21
Arthonia eckfeldtii,AREC
Arthonia epimela,AREP4
Arthonia epipastoides,AREP
Arthonia epiphyscia,AREP3
Arthonia erubescens,ARER4
Arthonia erupta,ARER5
Arthonia excedens,AREX2
Arthonia exilis,AREX3
Arthonia fissurina,ARFI6
Arthonia floridana,ARFL5
Arthonia fuliginosa,ARFU5
Arthonia galactitella,ARGA2
Arthonia glaucescens,ARGL15
Arthonia glaucomaria,ARGL16
Celidium varians,ARGL16
Arthonia glebosa,ARGL17
Arthonia granosa,ARGR15
Arthonia gyalectoides,ARGY2
Arthonia hamamelidis,ARHA6
Arthonia hypobela,ARHY3
Arthonia ilicina,ARIL2
Arthothelium ilicinum,ARIL2
Arthonia impallens,ARIM2
Arthonia incarnata,ARIN14
Arthonia infectans,ARIN23
Arthonia intexta,ARIN15
Arthonia lapidicola,ARLA25
Arthonia fusca,ARLA25
Arthonia lecanactidea,ARLE6
Arthonia lecideella,ARLE7
Arthonia leucastraea,ARLE8
Arthonia leucopellaea,ARLE10
Arthonia luridoalba,ARLU5
Arthonia madreana,ARMA32
Arthonia mediella,ARME10
Arthonia melaspora,ARME11
Arthonia microspermella,ARMI10
Arthonia muscigena,ARMU5
Arthonia leucodontis,ARMU5
Arthonia neoni,ARNE10
Arthonia nephromiaria,ARNE13
Arthonia ochrocincta,AROC3
Arthonia ochrodiscodes,AROC4
Arthonia ochrolutea,AROC5
Arthonia palmulacea,ARPA29
Arthonia patellulata,ARPA30
Arthonia peltigerina,ARPE19
Arthonia perminuta,ARPE15
Arthonia phaeobaea,ARPH2
Arthonia pinastri,ARPI4
Arthonia platygraphidea,ARPL7
Arthonia platyspilea,ARPL8
Arthonia polygramma,ARPO11
Arthonia polymorpha,ARPO12
Arthonia pruinata,ARPR12
Arthonia impolita,ARPR12
Arthonia pruinosella,ARPR8
Arthonia pruinosula,ARPR9
Arthonia punctiformis,ARPU19
Arthonia pyrrhula,ARPY5
Arthonia pyrrhuliza,ARPY6
Arthonia quintaria,ARQU2
Arthonia radiata,ARRA4
Arthonia ravenelii,ARRA5
Arthonia reniformis,ARRE13
Arthonia rhoidis,ARRH4
Arthonia rubella,ARRU8
Arthonia rupicola,ARRU9
Arthonia sexlocularis,ARSE16
Arthonia siderea,ARSI7
Arthonia spadicea,ARSP10
Arthonia lurida,ARSP10
Arthonia stellaris,ARST14
Arthonia stictella,ARST11
Arthonia subastroidella,ARSU13
Arthonia subdiffusa,ARSU14
Arthonia subdispuncta,ARSU15
Arthonia subfusicola,ARSU24
Arthonia subminutissima,ARSU16
Arthonia subminutula,ARSU17
Arthonia subrubella,ARSU18
Arthonia taedescens,ARTA
Arthonia terrigena,ARTE10
Arthonia tetramera,ARTE11
Arthonia torulosa,ARTO6
Arthonia tuckermaniana,ARTU2
Arthonia varia,ARVA3
Arthonia vernans,ARVE5
Arthonia vinosa,ARVI20
Arthonia viridicans,ARVI14
Arthonia willeyi,ARWI2
Arthonia xylographica,ARXY
Arthopyrenia,ARTHO2
Arthopyrenia analepta,ARAN14
Arthopyrenia fallax,ARAN14
Arthopyrenia lapponica,ARAN14
Polyblastiopsis fallax,ARAN14
Arthopyrenia cerasi,ARCE2
Arthopyrenia cinchonae,ARCI5
Arthopyrenia cinereopruinosa,ARCI6
Arthopyrenia pinicola,ARCI6
Arthopyrenia confluens,ARCO35
Arthopyrenia degelii,ARDE10
Arthopyrenia esenbeckiana,ARES6
Arthopyrenia exasperata,AREX5
Arthopyrenia lyrata,ARLY4
Arthopyrenia majuscula,ARMA22
Arthopyrenia malaccitula,ARMA23
Arthopyrenia bifera,ARMA23
Arthopyrenia minor,ARMI11
Arthopyrenia oblongens,AROB7
Arthopyrenia planorbis,ARPL9
Arthopyrenia plumbaria,ARPL10
Porina plumbaria,ARPL10
Pyrenula herrei,ARPL10
Arthopyrenia rappii,ARRA6
Arthopyrenia taxodii,ARTA5
Arthopyrenia texensis,ARTE12
Arthothelium,ARTHO3
Arthothelium abnorme,ARAB5
Arthothelium adveniens,ARAD4
Arthothelium albovirescens,ARAL19
Arthothelium anastomosans,ARAN12
Arthothelium distendens,ARDI22
Arthothelium gregarium,ARGR16
Arthothelium hallii,ARHA7
Arthothelium interveniens,ARIN16
Arthothelium macounii,ARMA24
Arthothelium macrothecum,ARMA25
Arthothelium orbilliferum,AROR4
Arthothelium pruinascens,ARPR10
Arthothelium ruanun,ARRU10
Arthothelium ruanideum,ARRU10
Arthothelium sanguineum,ARSA13
Arthothelium spectabile,ARSP11
Arthothelium subcyrtodes,ARSU19
Arthothelium taediosum,ARTA2
Arthothelium violascens,ARVI15
Arthraxon,ARTHR
Arthraxon castratus,ARCA34
Arthraxon hispidus,ARHI3
Arthraxon ciliaris var. cryptatherus,ARHI3
Arthraxon hispidus var. cryptatherus,ARHI3
Phalaris hispida,ARHI3
Arthrocnemum,ARTHR4
Arthrocnemum subterminale,ARSU11
Salicornia subterminalis,ARSU11
Arthropodium,ARTHR8
Arthropodium cirrhatum,ARCI11
Arthrorhaphis,ARTHR5
Arthrorhaphis aeruginosa,ARAE2
Arthrorhaphis alpina,ARAL60
Bacidia alpina,ARAL60
Arthrorhaphis citrinella,ARCI60
Bacidia citrinella,ARCI60
Bacidia flavovirescens,ARCI60
Arthrorhaphis grisea,ARGR19
Lahmia fueistingii,ARGR19
Arthrosporum,ARTHR7
Arthrosporum populorum,ARPO13
Bacidia acclinis,ARPO13
Bacidia populorum,ARPO13
Arthrostemma,ARTHR3
Arthrostemma ciliatum,ARCI2
Arthrostemma latifolium,ARCI2
Arthrostemma fragile,ARFR10
Arthrostylidium,ARTHR2
Arthrostylidium farctum,ARFA8
Arthrostylidium capillifolium,ARFA8
Arthrostylidium multispicatum,ARMU2
Arthrostylidium sarmentosum,ARSA6
Artocarpus,ARTOC
Artocarpus altilis,ARAL7
Artocarpus communis,ARAL7
Sitodium altile,ARAL7
Artocarpus altilis × mariannensis,ARAL4
Artocarpus elasticus,AREL9
Artocarpus heterophyllus,"ARHE2,ARIN17"
Artocarpus integer,"ARHE2,ARIN17"
Artocarpus integrifolius,"ARHE2,ARIN17"
Artocarpus integer,"ARHE2,ARIN17"
Artocarpus integrifolius,"ARHE2,ARIN17"
Artocarpus champeden,"ARHE2,ARIN17"
Artocarpus champeden,"ARHE2,ARIN17"
Artocarpus hirsutus,ARHI7
Artocarpus mariannensis,ARMA28
Artocarpus odoratissimus,AROD2
Artocarpus rigidus,ARRI4
Artocarpus tamaran,ARTA3
Arum,ARUM2
Arum italicum,ARIT
Arum maculatum,ARMA29
Arum palestinum,ARPA39
Aruncus,ARUNC
Aruncus dioicus,ARDI8
Aruncus dioicus var. acuminatus,ARDIA
Aruncus acuminatus,ARDIA
Aruncus sylvester ssp. acuminatus,ARDIA
Aruncus dioicus var. dioicus,ARDID2
Aruncus allegheniensis,ARDID2
Aruncus dioicus var. pubescens,ARDIP
Aruncus allegheniensis var. pubescens,ARDIP
Aruncus pubescens,ARDIP
Aruncus dioicus var. vulgaris,ARDIV
Aruncus aruncus,ARDIV
Aruncus sylvester,ARDIV
Aruncus vulgaris,ARDIV
Spiraea aruncus,ARDIV
Arundina,ARUND
Arundina graminifolia,ARGR6
Arundina bambusifolia,ARGR6
Arundinaria,ARUND2
Arundinaria amabilis,ARAM6
Arundinaria appalachiana,ARAP4
Arundinaria tecta var. decidua,ARAP4
Arundinaria gigantea,ARGI
Arundinaria gigantea ssp. gigantea,ARGI
Arundinaria gigantea ssp. macrosperma,ARGI
Arundinaria macrosperma,ARGI
Arundinaria pygmaea,ARPY8
Bambusa pygmaea,ARPY8
Sasa pygmaea,ARPY8
Arundinaria tecta,ARTE4
Arundinaria gigantea ssp. tecta,ARTE4
Arundo tecta,ARTE4
Arundinaria viridistriata,ARVI19
Arundinella,ARUND3
Arundinella hirta,ARHI8
Arundinella anomala,ARHI8
Arundinella hispida,ARHI10
Arundinella confinis,ARHI10
Piptatherum confine,ARHI10
Arundinella nepalensis,ARNE12
Arundo,ARUND4
Arundo donax,ARDO4
Arundo donax var. versicolor,ARDO4
Arundo versicolor,ARDO4
Asahinea,ASAHI2
Asahinea chrysantha,ASCH60
Cetraria chrysantha,ASCH60
Asahinea scholanderi,ASSC60
Cetraria scholanderi,ASSC60
Asanthus,ASANT2
Asanthus squamulosus,ASSQ
Brickellia squamulosa,ASSQ
Asarum,ASARU
Asarum canadense,ASCA
Asarum acuminatum,ASCA
Asarum canadense var. acuminatum,ASCA
Asarum canadense var. ambiguum,ASCA
Asarum canadense var. reflexum,ASCA
Asarum reflexum,ASCA
Asarum rubrocinctum,ASCA
Asarum caudatum,ASCA2
Asarum caudatum var. caudatum,ASCA2
Asarum hartwegii,ASHA
Asarum lemmonii,ASLE
Asarum marmoratum,ASMA8
Asarum wagneri,ASWA6
Asarum caudatum var. viridiflorum,ASWA6
Ascarina,ASCAR2
Ascarina diffusa,ASDI14
Aschisma,ASCHI2
Aschisma kansanum,ASKA5
Ascidiota,ASCID
Ascidiota blepharophylla,ASBL6
Ascidiota blepharophylla ssp. alaskana,ASBLA
Asclepias,ASCLE
Asclepias albicans,ASAL
Asclepias amplexicaulis,ASAM
Asclepias angustifolia,ASAN5
Asclepias arenaria,ASAR
Asclepias asperula,ASAS
Asclepias asperula ssp. asperula,ASASA
Asclepias asperula ssp. capricornu,ASASC
Asclepias asperula var. decumbens,ASASC
Asclepias capricornu,ASASC
Asclepias capricornu ssp. occidentalis,ASASC
Asclepiodora decumbens,ASASC
Asclepias decumbens,ASASC
Asclepias brachystephana,ASBR
Asclepias californica,ASCA3
Asclepias californica ssp. californica,ASCAC3
Asclepias californica ssp. greenei,ASCAG
Asclepias cinerea,ASCI5
Asclepias connivens,ASCO19
Anantherix connivens,ASCO19
Asclepias cordifolia,ASCO
Gomphocarpus cordifolius,ASCO
Asclepias cryptoceras,ASCR
Asclepias cryptoceras ssp. cryptoceras,ASCRC2
Asclepias cryptoceras ssp. davisii,ASCRD2
Asclepias cryptoceras var. davisii,ASCRD2
Asclepias davisii,ASCRD2
Asclepias curassavica,ASCU
Asclepias curtissii,ASCU8
Asclepias aceratoides,ASCU8
Oxypteryx curtissii,ASCU8
Asclepias cutleri,ASCU9
Asclepias emoryi,ASEM
Asclepias engelmanniana,ASEN
Acerates auriculata,ASEN
Asclepias auriculata,ASEN
Asclepias eriocarpa,ASER
Asclepias eriocarpa var. microcarpa,ASER
Asclepias fremontii,ASER
Asclepias erosa,ASER2
Asclepias exaltata,ASEX
Asclepias bicknellii,ASEX
Asclepias phytolaccoides,ASEX
Asclepias fascicularis,ASFA
Asclepias mexicana,ASFA
Asclepias feayi,ASFE4
Asclepiodella feayi,ASFE4
Asclepias fruticosa,ASFR13
Gomphocarpus fruticous,ASFR13
Asclepias glaucescens,ASGL5
Asclepias elata,ASGL5
Asclepias hallii,ASHA6
Asclepias hirtella,ASHI
Acerates hirtella,ASHI
Asclepias longifolia var. hirtella,ASHI
Asclepias humistrata,ASHU3
Asclepias hypoleuca,ASHY5
Asclepias incarnata,ASIN
Asclepias incarnata ssp. incarnata,ASINI
Asclepias incarnata ssp. pulchra,ASINP2
Asclepias incarnata var. neoscotica,ASINP2
Asclepias incarnata var. pulchra,ASINP2
Asclepias pulchra,ASINP2
Asclepias involucrata,ASIN14
Asclepias macrosperma,ASIN14
Asclepias labriformis,ASLA
Asclepias lanceolata,ASLA2
Asclepias lanceolata var. paupercula,ASLA2
Asclepias lanuginosa,ASLA3
Acerates lanuginosa,ASLA3
Asclepias otarioides,ASLA3
Asclepias latifolia,ASLA4
Asclepias lemmonii,ASLE13
Asclepias linaria,ASLI6
Asclepias linearis,ASLI
Asclepias longifolia,ASLO
Acerates delticola,ASLO
Acerates floridana,ASLO
Acerates longifolia,ASLO
Asclepias macrotis,ASMA
Asclepias meadii,ASME
Asclepias michauxii,ASMI12
Asclepias nivea,ASNI3
Asclepias nummularia,ASNU
Asclepias nyctaginifolia,ASNY
Asclepias obovata,ASOB
Asclepias viridiflora var. obovata,ASOB
Asclepias oenotheroides,ASOE
Asclepias brevicornu,ASOE
Asclepias ovalifolia,ASOV
Asclepias pedicellata,ASPE8
Podostigma pedicellata,ASPE8
Asclepias perennis,ASPE
Asclepias physocarpa,ASPH2
Gomphocarpus physocarpus,ASPH2
Asclepias prostrata,ASPR9
Asclepias pumila,ASPU
Asclepias purpurascens,ASPU2
Asclepias quadrifolia,ASQU
Asclepias quinquedentata,ASQU2
Asclepias rubra,ASRU
Asclepias laurifolia,ASRU
Asclepias rusbyi,ASRU6
Asclepias engelmanniana var. rusbyi,ASRU6
Asclepias scaposa,ASSC9
Asclepias solanoana,ASSO
Solanoa purpurascens,ASSO
Asclepias speciosa,ASSP
Asclepias giffordii,ASSP
Asclepias sperryi,ASSP2
Asclepias stenophylla,ASST
Acerates angustifolia,ASST
Polyotus angustifolius,ASST
Asclepias subulata,ASSU
Asclepias subverticillata,ASSU2
Asclepias galioides,ASSU2
Asclepias sullivantii,ASSU3
Asclepias syriaca,ASSY
Asclepias intermedia,ASSY
Asclepias kansana,ASSY
Asclepias syriaca var. kansana,ASSY
Asclepias texana,ASTE
Asclepias tomentosa,ASTO
Asclepias tuberosa,ASTU
Asclepias tuberosa ssp. interior,ASTUI
Asclepias tuberosa var. interior,ASTUI
Asclepias tuberosa ssp. terminalis,ASTUI
Asclepias tuberosa ssp. rolfsii,ASTUR
Asclepias rolfsii,ASTUR
Asclepias tuberosa ssp. tuberosa,ASTUT2
Asclepias uncialis,ASUN4
Asclepias uncialis ssp. ruthiae,ASUNR
Asclepias eastwoodiana,ASUNR
Asclepias ruthiae,ASUNR
Asclepias sanjuanensis,ASUNR
Asclepias uncialis var. ruthiae,ASUNR
Asclepias uncialis ssp. uncialis,ASUNU2
Asclepias variegata,ASVA
Biventraria variegata,ASVA
Asclepias verticillata,ASVE
Asclepias vestita,ASVE2
Asclepias vestita ssp. parishii,ASVEP
Asclepias vestita var. parishii,ASVEP
Asclepias vestita ssp. vestita,ASVEV
Asclepias viridiflora,ASVI
Acerates viridiflora,ASVI
Acerates viridiflora var. ivesii,ASVI
Acerates viridiflora var. linearis,ASVI
Asclepias viridiflora var. lanceolata,ASVI
Asclepias viridiflora var. linearis,ASVI
Asclepias viridis,ASVI2
Asclepiodora viridis,ASVI2
Asclepias viridula,ASVI9
Asclepias welshii,ASWE3
Asimina,ASIMI
Asimina ×nashii,ASNA3
Asimina angustifolia,ASAN6
Asimina longifolia,ASAN6
Asimina longifolia var. spatulata,ASAN6
Pityothamnus angustifolius,ASAN6
Asimina incana,ASIN12
Asimina speciosa,ASIN12
Pityothamnus incanus,ASIN12
Asimina obovata,ASOB6
Pityothamnus obovatus,ASOB6
Asimina parviflora,ASPA18
Asimina pygmea,ASPY2
Pityothamnus pygmeus,ASPY2
Asimina reticulata,ASRE7
Pityothamnus reticulatus,ASRE7
Asimina tetramera,ASTE11
Pityothamnus tetramerus,ASTE11
Asimina triloba,ASTR
Orchidocarpum arietinum,ASTR
Aspalathus,ASPAL2
Aspalathus linearis,ASLI14
Aspalathus contaminatus,ASLI14
Borbonia pinifolia,ASLI14
Aspalathus quinquefolia,ASQU4
Aspalathus quinquefolia ssp. virgata,ASQUV
Aspalathus elongata,ASQUV
Asparagus,ASPAR
Asparagus aethiopicus,ASAE3
Asparagus densiflorus,ASAE3
Asparagus sprengeri,ASAE3
Asparagus africanus,ASAF
Asparagus asparagoides,ASAS4
Asparagus officinalis,ASOF
Asparagus officinalis ssp. officinalis,ASOF
Asparagus setaceus,ASSE12
Asparagus plumosus,ASSE12
Asperugo,ASPER
Asperugo procumbens,ASPR
Asperula,ASPER2
Asperula arvensis,ASAR2
Asperula orientalis,ASOR6
Asphodelus,ASPHO
Asphodelus albus,ASAL19
Asphodelus sphaerocarpus,ASAL19
Asphodelus fistulosus,ASFI2
Asphodelus tenuifolius,ASFI2
Aspicarpa,ASPIC
Aspicarpa hirtella,ASHI3
Aspicarpa hyssopifolia,ASHY4
Aspicarpa longipes,ASLO7
Aspicarpa humilis,ASLO7
Aspicilia,ASPIC2
Aspicilia albomarginata,ASAL13
Lecanora albomarginata,ASAL13
Aspicilia albopruinosa,ASAL14
Lecanora albopruinosa,ASAL14
Aspicilia alboradiata,ASAL15
Lecanora alboradiata,ASAL15
Aspicilia aliena,ASAL16
Lecanora aliena,ASAL16
Aspicilia americana,ASAM10
Lecanora americana,ASAM10
Aspicilia annulata,ASAN14
Lecanora annulata,ASAN14
Aspicilia anseris,ASAN15
Lecanora anseris,ASAN15
Aspicilia aquatica,ASAQ60
Lecanora aquatica,ASAQ60
Aspicilia arctica,ASAR14
